brand,model,series_id,file,url,width,height,source
Bestune,Bestune T77Body TypeSUVMaximum Horsepower(PS)169NEDC Fuel Economy(L/100km)7.1Seats5No Quotation Available,389,Bestune.Bestune_T77Body_TypeSUVMaximum_Horsepower(PS)169NEDC_Fuel_Economy(L_100km)7.1Seats5No_Quotation_Available/001_26.jpg,https://global2.autoimg.cn/globalcardfs/product/g25/M09/A2/3C/autohomecar__CjIFV2hacpiAbT9YAARYtEaUFl4971.jpg,1400,1050,global_autohome_gallery
Bestune,Bestune T77Body TypeSUVMaximum Horsepower(PS)169NEDC Fuel Economy(L/100km)7.1Seats5No Quotation Available,389,Bestune.Bestune_T77Body_TypeSUVMaximum_Horsepower(PS)169NEDC_Fuel_Economy(L_100km)7.1Seats5No_Quotation_Available/001_27.jpg,https://global2.autoimg.cn/globalcardfs/product/g25/M07/4C/3F/autohomecar__ChxkqWhacpmAXEP6AAO4xH8apqE613.jpg,1400,1050,global_autohome_gallery
Bestune,Bestune T77Body TypeSUVMaximum Horsepower(PS)169NEDC Fuel Economy(L/100km)7.1Seats5No Quotation Available,389,Bestune.Bestune_T77Body_TypeSUVMaximum_Horsepower(PS)169NEDC_Fuel_Economy(L_100km)7.1Seats5No_Quotation_Available/001_28.jpg,https://global2.autoimg.cn/globalcardfs/product/g25/M08/C0/43/autohomecar__ChtliGhacpiAAxpsAAJ2-9oZcvw359.jpg,1400,1050,global_autohome_gallery
Bestune,Bestune T77Body TypeSUVMaximum Horsepower(PS)169NEDC Fuel Economy(L/100km)7.1Seats5No Quotation Available,389,Bestune.Bestune_T77Body_TypeSUVMaximum_Horsepower(PS)169NEDC_Fuel_Economy(L_100km)7.1Seats5No_Quotation_Available/001_29.jpg,https://global2.autoimg.cn/globalcardfs/product/g24/M03/71/AD/autohomecar__CjIFWGhaUG6AV7HgACudmu9LdpA094.png,3840,2880,global_autohome_gallery
BYD,"BYD DOLPHINBody TypeCarTotal Motor Power (kW)70~150WLTP EV Range(mile)265Seats5£26,140-£31,640",119,"BYD.BYD_DOLPHINBody_TypeCarTotal_Motor_Power_(kW)70~150WLTP_EV_Range(mile)265Seats5£26,140-£31,640/001_07.jpg",https://global2.autoimg.cn/globalcardfs/product/g26/M09/72/27/autohomecar__ChxkjmhaQhqAa7OKAEv9lEgVXO0419.jpg,3840,2880,global_autohome_gallery
BYD,"BYD DOLPHINBody TypeCarTotal Motor Power (kW)70~150WLTP EV Range(mile)265Seats5£26,140-£31,640",119,"BYD.BYD_DOLPHINBody_TypeCarTotal_Motor_Power_(kW)70~150WLTP_EV_Range(mile)265Seats5£26,140-£31,640/001_08.jpg",https://global2.autoimg.cn/globalcardfs/product/g26/M00/72/27/autohomecar__ChxkjmhaQhuAAlKeAE28aTHHMu0331.jpg,3840,2880,global_autohome_gallery
BYD,"BYD DOLPHINBody TypeCarTotal Motor Power (kW)70~150WLTP EV Range(mile)265Seats5£26,140-£31,640",119,"BYD.BYD_DOLPHINBody_TypeCarTotal_Motor_Power_(kW)70~150WLTP_EV_Range(mile)265Seats5£26,140-£31,640/001_10.jpg",https://global2.autoimg.cn/globalcardfs/product/g32/M09/34/C2/autohomecar__Chtk2WhaQhuAJefJAEqzAR0prDg817.jpg,3840,2880,global_autohome_gallery
BYD,"BYD DOLPHINBody TypeCarTotal Motor Power (kW)70~150WLTP EV Range(mile)265Seats5£26,140-£31,640",119,"BYD.BYD_DOLPHINBody_TypeCarTotal_Motor_Power_(kW)70~150WLTP_EV_Range(mile)265Seats5£26,140-£31,640/001_11.jpg",https://global2.autoimg.cn/globalcardfs/product/g32/M05/34/67/autohomecar__ChxkPmhaQhmAIxygAFE0OdadTmQ418.jpg,3840,2880,global_autohome_gallery
BYD,"BYD DOLPHINBody TypeCarTotal Motor Power (kW)70~150WLTP EV Range(mile)265Seats5£26,140-£31,640",119,"BYD.BYD_DOLPHINBody_TypeCarTotal_Motor_Power_(kW)70~150WLTP_EV_Range(mile)265Seats5£26,140-£31,640/001_15.jpg",https://global2.autoimg.cn/globalcardfs/product/g31/M01/EC/31/autohomecar__ChtlyGhaQlqABvFOAAloA3IGATg630.jpg,1400,1050,global_autohome_gallery
BYD,"BYD DOLPHINBody TypeCarTotal Motor Power (kW)70~150WLTP EV Range(mile)265Seats5£26,140-£31,640",119,"BYD.BYD_DOLPHINBody_TypeCarTotal_Motor_Power_(kW)70~150WLTP_EV_Range(mile)265Seats5£26,140-£31,640/001_16.jpg",https://global2.autoimg.cn/globalcardfs/product/g31/M03/EC/21/autohomecar__ChxoHWhaQluAUhwPADfmASfcSgM697.jpg,3840,2880,global_autohome_gallery
BYD,"BYD DOLPHINBody TypeCarTotal Motor Power (kW)70~150WLTP EV Range(mile)265Seats5£26,140-£31,640",119,"BYD.BYD_DOLPHINBody_TypeCarTotal_Motor_Power_(kW)70~150WLTP_EV_Range(mile)265Seats5£26,140-£31,640/001_17.jpg",https://global2.autoimg.cn/globalcardfs/product/g31/M04/EC/31/autohomecar__ChtlyGhaQluABimKACgb5im86D8463.jpg,3840,2880,global_autohome_gallery
BYD,"BYD DOLPHINBody TypeCarTotal Motor Power (kW)70~150WLTP EV Range(mile)265Seats5£26,140-£31,640",119,"BYD.BYD_DOLPHINBody_TypeCarTotal_Motor_Power_(kW)70~150WLTP_EV_Range(mile)265Seats5£26,140-£31,640/001_18.jpg",https://global2.autoimg.cn/globalcardfs/product/g24/M03/71/6D/autohomecar__CjIFWGhaQlmASDavAAcEoWdluXM656.jpg,1400,1050,global_autohome_gallery
BYD,"BYD DOLPHINBody TypeCarTotal Motor Power (kW)70~150WLTP EV Range(mile)265Seats5£26,140-£31,640",119,"BYD.BYD_DOLPHINBody_TypeCarTotal_Motor_Power_(kW)70~150WLTP_EV_Range(mile)265Seats5£26,140-£31,640/001_19.jpg",https://global2.autoimg.cn/globalcardfs/product/g31/M07/EC/05/autohomecar__ChxoHmhaQl2AWcH6AEihBHIixb4503.jpg,3840,2880,global_autohome_gallery
BYD,"BYD DOLPHINBody TypeCarTotal Motor Power (kW)70~150WLTP EV Range(mile)265Seats5£26,140-£31,640",119,"BYD.BYD_DOLPHINBody_TypeCarTotal_Motor_Power_(kW)70~150WLTP_EV_Range(mile)265Seats5£26,140-£31,640/001_20.jpg",https://global2.autoimg.cn/globalcardfs/product/g30/M06/A9/69/autohomecar__CjIFU2haQmmAQ7rvADXQj40hTR0771.jpg,3840,2880,global_autohome_gallery
BYD,"BYD DOLPHINBody TypeCarTotal Motor Power (kW)70~150WLTP EV Range(mile)265Seats5£26,140-£31,640",119,"BYD.BYD_DOLPHINBody_TypeCarTotal_Motor_Power_(kW)70~150WLTP_EV_Range(mile)265Seats5£26,140-£31,640/001_21.jpg",https://global2.autoimg.cn/globalcardfs/product/g24/M0B/FA/CE/autohomecar__Chtk3WhaQmiAZmXoAFJO74Cq0iw867.jpg,3840,2880,global_autohome_gallery
BYD,"BYD DOLPHINBody TypeCarTotal Motor Power (kW)70~150WLTP EV Range(mile)265Seats5£26,140-£31,640",119,"BYD.BYD_DOLPHINBody_TypeCarTotal_Motor_Power_(kW)70~150WLTP_EV_Range(mile)265Seats5£26,140-£31,640/001_22.jpg",https://global2.autoimg.cn/globalcardfs/product/g30/M09/45/40/autohomecar__Chtk2GhaQmmAA_yYAEp5VxyPv0k881.jpg,3840,2880,global_autohome_gallery
BYD,"BYD DOLPHINBody TypeCarTotal Motor Power (kW)70~150WLTP EV Range(mile)265Seats5£26,140-£31,640",119,"BYD.BYD_DOLPHINBody_TypeCarTotal_Motor_Power_(kW)70~150WLTP_EV_Range(mile)265Seats5£26,140-£31,640/001_23.jpg",https://global2.autoimg.cn/globalcardfs/product/g24/M00/FA/CE/autohomecar__Chtk3WhaQmmAdfIBAFMGqfyEFWI249.jpg,3840,2880,global_autohome_gallery
BYD,"BYD DOLPHINBody TypeCarTotal Motor Power (kW)70~150WLTP EV Range(mile)265Seats5£26,140-£31,640",119,"BYD.BYD_DOLPHINBody_TypeCarTotal_Motor_Power_(kW)70~150WLTP_EV_Range(mile)265Seats5£26,140-£31,640/001_24.jpg",https://global2.autoimg.cn/globalcardfs/product/g24/M00/1F/B3/autohomecar__Chxky2haQmmABR_oACqDV9KP18w700.jpg,3840,2880,global_autohome_gallery
BYD,"BYD DOLPHINBody TypeCarTotal Motor Power (kW)70~150WLTP EV Range(mile)265Seats5£26,140-£31,640",119,"BYD.BYD_DOLPHINBody_TypeCarTotal_Motor_Power_(kW)70~150WLTP_EV_Range(mile)265Seats5£26,140-£31,640/001_25.jpg",https://global2.autoimg.cn/globalcardfs/product/g26/M06/72/28/autohomecar__ChxkjmhaQjqAWbpUAE8VIs0ebDs054.jpg,3840,2880,global_autohome_gallery
BYD,"BYD DOLPHINBody TypeCarTotal Motor Power (kW)70~150WLTP EV Range(mile)265Seats5£26,140-£31,640",119,"BYD.BYD_DOLPHINBody_TypeCarTotal_Motor_Power_(kW)70~150WLTP_EV_Range(mile)265Seats5£26,140-£31,640/001_26.jpg",https://global2.autoimg.cn/globalcardfs/product/g26/M06/0E/73/autohomecar__CjIFVmhaQjWAIVvPACxjvzI7IPk674.jpg,3840,2880,global_autohome_gallery
BYD,"BYD DOLPHINBody TypeCarTotal Motor Power (kW)70~150WLTP EV Range(mile)265Seats5£26,140-£31,640",119,"BYD.BYD_DOLPHINBody_TypeCarTotal_Motor_Power_(kW)70~150WLTP_EV_Range(mile)265Seats5£26,140-£31,640/001_27.jpg",https://global2.autoimg.cn/globalcardfs/product/g31/M06/EC/2B/autohomecar__ChtlyGhaQj2AIYOvAF6jPYYMbIg380.jpg,3840,2880,global_autohome_gallery
BYD,"BYD DOLPHINBody TypeCarTotal Motor Power (kW)70~150WLTP EV Range(mile)265Seats5£26,140-£31,640",119,"BYD.BYD_DOLPHINBody_TypeCarTotal_Motor_Power_(kW)70~150WLTP_EV_Range(mile)265Seats5£26,140-£31,640/001_28.jpg",https://global2.autoimg.cn/globalcardfs/product/g30/M05/69/42/autohomecar__ChxknGhaQjeASZt3AFInVKFEfNA322.jpg,3840,2880,global_autohome_gallery
BYD,"BYD DOLPHINBody TypeCarTotal Motor Power (kW)70~150WLTP EV Range(mile)265Seats5£26,140-£31,640",119,"BYD.BYD_DOLPHINBody_TypeCarTotal_Motor_Power_(kW)70~150WLTP_EV_Range(mile)265Seats5£26,140-£31,640/001_29.jpg",https://global2.autoimg.cn/globalcardfs/product/g26/M01/72/28/autohomecar__ChxkjmhaQjWAV9W2ADVqGjKmB6Q538.jpg,3840,2880,global_autohome_gallery
BYD,"BYD DOLPHINBody TypeCarTotal Motor Power (kW)70~150WLTP EV Range(mile)265Seats5£26,140-£31,640",119,"BYD.BYD_DOLPHINBody_TypeCarTotal_Motor_Power_(kW)70~150WLTP_EV_Range(mile)265Seats5£26,140-£31,640/001_30.jpg",https://global2.autoimg.cn/cardfs/product/g26/M09/0B/7B/autohomecar__CjIFVmhZOM2ADFp9AEWBa6UEo08091.png,3840,2880,global_autohome_gallery
BYD,"BYD SEALBody TypeCarTotal Motor Power (kW)229~390WLTP EV Range(mile)323~354Seats5£45,705-£48,705",392,"BYD.BYD_SEALBody_TypeCarTotal_Motor_Power_(kW)229~390WLTP_EV_Range(mile)323~354Seats5£45,705-£48,705/001_07.jpg",https://global2.autoimg.cn/cardfs/product/g31/M03/E8/ED/autohomecar__ChxoHWhZJa2ASfjyABaxqSuh9_4735.jpg,3840,2880,global_autohome_gallery
BYD,"BYD SEALBody TypeCarTotal Motor Power (kW)229~390WLTP EV Range(mile)323~354Seats5£45,705-£48,705",392,"BYD.BYD_SEALBody_TypeCarTotal_Motor_Power_(kW)229~390WLTP_EV_Range(mile)323~354Seats5£45,705-£48,705/001_08.jpg",https://global2.autoimg.cn/cardfs/product/g31/M03/E8/FF/autohomecar__ChtlyGhZJa2AcRT_ABF_29xNE8s050.jpg,3840,2880,global_autohome_gallery
BYD,"BYD SEALBody TypeCarTotal Motor Power (kW)229~390WLTP EV Range(mile)323~354Seats5£45,705-£48,705",392,"BYD.BYD_SEALBody_TypeCarTotal_Motor_Power_(kW)229~390WLTP_EV_Range(mile)323~354Seats5£45,705-£48,705/001_10.jpg",https://global2.autoimg.cn/cardfs/product/g31/M09/E8/D1/autohomecar__ChxoHmhZJayASfluAAmp_z2fkRk268.jpg,3840,2880,global_autohome_gallery
BYD,"BYD SEALBody TypeCarTotal Motor Power (kW)229~390WLTP EV Range(mile)323~354Seats5£45,705-£48,705",392,"BYD.BYD_SEALBody_TypeCarTotal_Motor_Power_(kW)229~390WLTP_EV_Range(mile)323~354Seats5£45,705-£48,705/001_12.jpg",https://global2.autoimg.cn/cardfs/product/g31/M01/E8/FF/autohomecar__ChtlyGhZJayAQLllABM6PjS4gvY040.jpg,3840,2880,global_autohome_gallery
BYD,"BYD SEALBody TypeCarTotal Motor Power (kW)229~390WLTP EV Range(mile)323~354Seats5£45,705-£48,705",392,"BYD.BYD_SEALBody_TypeCarTotal_Motor_Power_(kW)229~390WLTP_EV_Range(mile)323~354Seats5£45,705-£48,705/001_15.jpg",https://global2.autoimg.cn/cardfs/product/g30/M0B/42/1B/autohomecar__Chtk2GhZJbuAUyG_ABhWR2V3SDk162.jpg,3840,2880,global_autohome_gallery
BYD,"BYD SEALBody TypeCarTotal Motor Power (kW)229~390WLTP EV Range(mile)323~354Seats5£45,705-£48,705",392,"BYD.BYD_SEALBody_TypeCarTotal_Motor_Power_(kW)229~390WLTP_EV_Range(mile)323~354Seats5£45,705-£48,705/001_16.jpg",https://global2.autoimg.cn/cardfs/product/g30/M05/66/1B/autohomecar__ChxknGhZJbuAJCAyABK0cGve89c210.jpg,3840,2880,global_autohome_gallery
BYD,"BYD SEALBody TypeCarTotal Motor Power (kW)229~390WLTP EV Range(mile)323~354Seats5£45,705-£48,705",392,"BYD.BYD_SEALBody_TypeCarTotal_Motor_Power_(kW)229~390WLTP_EV_Range(mile)323~354Seats5£45,705-£48,705/001_17.jpg",https://global2.autoimg.cn/cardfs/product/g30/M04/66/1B/autohomecar__ChxknGhZJbqANMlMABApQScQc2k798.jpg,3840,2880,global_autohome_gallery
BYD,"BYD SEALBody TypeCarTotal Motor Power (kW)229~390WLTP EV Range(mile)323~354Seats5£45,705-£48,705",392,"BYD.BYD_SEALBody_TypeCarTotal_Motor_Power_(kW)229~390WLTP_EV_Range(mile)323~354Seats5£45,705-£48,705/001_18.jpg",https://global2.autoimg.cn/cardfs/product/g30/M08/A6/3F/autohomecar__CjIFU2hZJbqAYsRoABdvtvbjGL8176.jpg,3840,2880,global_autohome_gallery
BYD,"BYD SEALBody TypeCarTotal Motor Power (kW)229~390WLTP EV Range(mile)323~354Seats5£45,705-£48,705",392,"BYD.BYD_SEALBody_TypeCarTotal_Motor_Power_(kW)229~390WLTP_EV_Range(mile)323~354Seats5£45,705-£48,705/001_19.jpg",https://global2.autoimg.cn/cardfs/product/g30/M03/42/1B/autohomecar__Chtk2GhZJbqAAM28ABGPFx-TZy4189.jpg,3840,2880,global_autohome_gallery
BYD,"BYD SEALBody TypeCarTotal Motor Power (kW)229~390WLTP EV Range(mile)323~354Seats5£45,705-£48,705",392,"BYD.BYD_SEALBody_TypeCarTotal_Motor_Power_(kW)229~390WLTP_EV_Range(mile)323~354Seats5£45,705-£48,705/001_20.jpg",https://global2.autoimg.cn/cardfs/product/g28/M00/74/B6/autohomecar__ChxkmmhZJcWAWf8sABdTkAED0S8830.jpg,3840,2880,global_autohome_gallery
BYD,"BYD SEALBody TypeCarTotal Motor Power (kW)229~390WLTP EV Range(mile)323~354Seats5£45,705-£48,705",392,"BYD.BYD_SEALBody_TypeCarTotal_Motor_Power_(kW)229~390WLTP_EV_Range(mile)323~354Seats5£45,705-£48,705/001_21.jpg",https://global2.autoimg.cn/cardfs/product/g28/M04/74/B6/autohomecar__ChxkmmhZJcWAGuKEABb7p1372TU702.jpg,3840,2880,global_autohome_gallery
BYD,"BYD SEALBody TypeCarTotal Motor Power (kW)229~390WLTP EV Range(mile)323~354Seats5£45,705-£48,705",392,"BYD.BYD_SEALBody_TypeCarTotal_Motor_Power_(kW)229~390WLTP_EV_Range(mile)323~354Seats5£45,705-£48,705/001_22.jpg",https://global2.autoimg.cn/cardfs/product/g28/M05/AB/F9/autohomecar__Chtlx2hZJcWAAWMFABaCLmcR7fg752.jpg,3840,2880,global_autohome_gallery
BYD,"BYD SEALBody TypeCarTotal Motor Power (kW)229~390WLTP EV Range(mile)323~354Seats5£45,705-£48,705",392,"BYD.BYD_SEALBody_TypeCarTotal_Motor_Power_(kW)229~390WLTP_EV_Range(mile)323~354Seats5£45,705-£48,705/001_23.jpg",https://global2.autoimg.cn/cardfs/product/g28/M03/74/B6/autohomecar__ChxkmmhZJcWAEtHkAA7KFf5bYmQ819.jpg,3840,2880,global_autohome_gallery
BYD,"BYD SEALBody TypeCarTotal Motor Power (kW)229~390WLTP EV Range(mile)323~354Seats5£45,705-£48,705",392,"BYD.BYD_SEALBody_TypeCarTotal_Motor_Power_(kW)229~390WLTP_EV_Range(mile)323~354Seats5£45,705-£48,705/001_24.jpg",https://global2.autoimg.cn/cardfs/product/g28/M07/40/1B/autohomecar__CjIFVGhZJcWAIOkaABFkeKa1680353.jpg,3840,2880,global_autohome_gallery
BYD,"BYD SEALBody TypeCarTotal Motor Power (kW)229~390WLTP EV Range(mile)323~354Seats5£45,705-£48,705",392,"BYD.BYD_SEALBody_TypeCarTotal_Motor_Power_(kW)229~390WLTP_EV_Range(mile)323~354Seats5£45,705-£48,705/001_25.jpg",https://global2.autoimg.cn/cardfs/product/g28/M08/AB/FB/autohomecar__Chtlx2hZJc6AYUpgAAgARx09JW8413.jpg,3840,2880,global_autohome_gallery
BYD,"BYD SEALBody TypeCarTotal Motor Power (kW)229~390WLTP EV Range(mile)323~354Seats5£45,705-£48,705",392,"BYD.BYD_SEALBody_TypeCarTotal_Motor_Power_(kW)229~390WLTP_EV_Range(mile)323~354Seats5£45,705-£48,705/001_26.jpg",https://global2.autoimg.cn/cardfs/product/g28/M03/AB/FA/autohomecar__Chtlx2hZJc6ABs_HAAyOiZQdfrs500.jpg,3840,2880,global_autohome_gallery
BYD,"BYD SEALBody TypeCarTotal Motor Power (kW)229~390WLTP EV Range(mile)323~354Seats5£45,705-£48,705",392,"BYD.BYD_SEALBody_TypeCarTotal_Motor_Power_(kW)229~390WLTP_EV_Range(mile)323~354Seats5£45,705-£48,705/001_27.jpg",https://global2.autoimg.cn/cardfs/product/g32/M0B/31/87/autohomecar__Chtk2WhZJg6AM075ACOwU1LJVzs313.jpg,3840,2880,global_autohome_gallery
BYD,"BYD SEALBody TypeCarTotal Motor Power (kW)229~390WLTP EV Range(mile)323~354Seats5£45,705-£48,705",392,"BYD.BYD_SEALBody_TypeCarTotal_Motor_Power_(kW)229~390WLTP_EV_Range(mile)323~354Seats5£45,705-£48,705/001_28.jpg",https://global2.autoimg.cn/cardfs/product/g30/M02/A6/41/autohomecar__CjIFU2hZJhCAdsH_ABrwTSzR_RE185.jpg,3840,2880,global_autohome_gallery
BYD,"BYD SEALBody TypeCarTotal Motor Power (kW)229~390WLTP EV Range(mile)323~354Seats5£45,705-£48,705",392,"BYD.BYD_SEALBody_TypeCarTotal_Motor_Power_(kW)229~390WLTP_EV_Range(mile)323~354Seats5£45,705-£48,705/001_29.jpg",https://global2.autoimg.cn/cardfs/product/g28/M04/AB/FB/autohomecar__Chtlx2hZJc-AVFtqAA8YxTs9AFQ706.jpg,3840,2880,global_autohome_gallery
BYD,"BYD SEALBody TypeCarTotal Motor Power (kW)229~390WLTP EV Range(mile)323~354Seats5£45,705-£48,705",392,"BYD.BYD_SEALBody_TypeCarTotal_Motor_Power_(kW)229~390WLTP_EV_Range(mile)323~354Seats5£45,705-£48,705/001_30.jpg",https://global2.autoimg.cn/globalcardfs/product/g24/M06/FB/C4/autohomecar__Chtk3WhaekqAW5XbABOID9j6e4I532.jpg,3840,2880,global_autohome_gallery
BYD,"BYD SEALBody TypeCarTotal Motor Power (kW)229~390WLTP EV Range(mile)323~354Seats5£45,705-£48,705",392,"BYD.BYD_SEALBody_TypeCarTotal_Motor_Power_(kW)229~390WLTP_EV_Range(mile)323~354Seats5£45,705-£48,705/001_31.jpg",https://global2.autoimg.cn/globalcardfs/product/g24/M08/72/64/autohomecar__CjIFWGhaekuAAWj5ABpot2LufBw609.jpg,3840,2880,global_autohome_gallery
BYD,"BYD SEALBody TypeCarTotal Motor Power (kW)229~390WLTP EV Range(mile)323~354Seats5£45,705-£48,705",392,"BYD.BYD_SEALBody_TypeCarTotal_Motor_Power_(kW)229~390WLTP_EV_Range(mile)323~354Seats5£45,705-£48,705/001_32.jpg",https://global2.autoimg.cn/globalcardfs/product/g24/M07/72/64/autohomecar__CjIFWGhaekuAAJIHACR5hURS76Y178.jpg,3840,2880,global_autohome_gallery
